,Movie Id,Genre,Release Date,Rating,Summary,Shooting Location,Budget in USD,Awards,Popular
49,YTJUNGZHP,History,27/10/1992,9.357608938,A historical drama that explores the life and legacy of a powerful female ruler.,Tokyo,68616018.36,1,1
71,XZIMMEJSQ,Foreign,28/07/1984,9.719953965,A captivating story of forbidden love between a young woman and a member of the royal family.,Tokyo,37920200.97,2,0
90,EXJBKIEEL,Fantasy,22/12/2020,9.328479939,A visually stunning animated film that will captivate audiences of all ages.,Toronto,14932101.49,2,0
49,RXBCMOXSP,History,03/03/2019,5.694290974,A historical drama that explores the life and legacy of a powerful female ruler.,Toronto,27485047.52,0,0
29,UFZXCJGNL,Adventure,16/03/2003,3.222504471,"In a world where dragons roam the skies, a young dragon rider must unite the kingdoms against a common enemy.",Sydney,53403310.63,0,0
3,EFPAWUHLD,Science Fiction,04/02/1983,8.890079502,A group of misfit heroes must band together to stop a villainous plot that threatens to unleash chaos upon the world.,Paris,86135931.38,2,1
74,ZJAMBEJHL,Action,31/05/2000,3.775045003,"A reclusive writer discovers a portal to another dimension in his attic, leading him on a journey of self-discovery and adventure.",Los Angeles,86389075.9,0,0
84,YKYORMUCW,Mystery,08/12/1998,8.665539314,"A young orphan discovers a magical world hidden within her own imagination, where she must confront her deepest fears to save the kingdom from darkness.",Sydney,11149352.48,0,0
65,PIWDRZOXQ,Drama,07/09/2012,4.944728407,A heartwarming animated film that teaches valuable life lessons through humor and adventure.,Sydney,22027959.27,0,0
20,YXZBEWIMX,Comedy,18/11/1988,9.950075691,A bumbling office worker accidentally becomes a social media sensation with hilarious consequences.,Paris,54303365.07,2,0
80,IXWZPMYWB,Fantasy,27/07/2017,8.992375145,A group of social media influencers trapped on a deserted island must learn to survive and work together without their usual luxuries.,London,82173026.06,2,1
42,QOGMNERXB,Action,28/04/1987,8.718318541,A young woman discovers she is the chosen one destined to bring balance to the universe in a time of great turmoil.,Sydney,88352888.24,2,1
28,FERLFETRQ,Drama,17/03/2000,8.801113399,A talented young musician struggles to overcome her stage fright and achieve her dreams.,Los Angeles,42319,1,0
26,NGZHBNCDU,Family,19/12/1996,9.181730913,A single parent struggles to raise their children while balancing work and pursuing their own dreams.,London,37635792.28,2,0
87,USODREKQK,History,07/07/1996,8.809850761,A group of musicians from different backgrounds form a band and find success through their unique blend of musical styles.,Sydney,78678958.15,2,0
52,VDYDJSCFZ,Thriller,18/02/2016,9.204594265,"In a kingdom plagued by darkness, a young prince must wield the legendary sword of light to restore peace and harmony.",Tokyo,38320567.02,2,0
48,HKRXVIXOR,Thriller,16/03/1992,9.7343834,A group of teenagers form a secret society dedicated to solving mysteries and uncovering hidden truths in their town.,London,60349381.16,1,1
66,SDUEVJHNV,Adventure,25/07/2020,8.270547502,A disgraced lawyer takes on a seemingly unwinnable case and fights for justice against all odds.,London,44576920.63,0,0
9,YIDGWRKID,Comedy,21/10/1993,9.792206724,A heartwarming story about a dog who brings two lonely people together.,New York,70372854.18,2,0
2,FDJXRNXAU,Fantasy,27/07/1987,9.665568096,A legendary swordsman embarks on a quest to avenge his fallen master and restore honor to his name.,Los Angeles,,2,0
89,EOSHRCYKQ,Family,22/11/1990,8.921815989,A suspenseful crime thriller that follows a detective unraveling a complex mystery.,Los Angeles,35771812.97,2,0
100,EVJNXGEGA,Animation,31/10/1994,9.861788583,A group of animals embark on a daring rescue mission to save their friend from a ruthless animal control officer.,Paris,9972391.628,2,0
90,FHPVJIFTS,Fantasy,20/12/2004,9.269539919,A visually stunning animated film that will captivate audiences of all ages.,Toronto,85707270.14,1,0
68,UFMRAAZAZ,Fantasy,31/12/1983,5.103958995,A mythical creature awakens from its slumber and threatens to destroy a peaceful kingdom.,London,82756264.7,0,0
10,ALBICPRFK,Fantasy,16/05/2011,9.296791441,"In a world where magic is forbidden, a young sorceress must harness her hidden powers to save her homeland from destruction.",Toronto,17187101.19,0,0
12,HSMZVEXWH,Crime,12/01/1998,8.205056963,A young woman discovers she possesses magical abilities and must learn to control them before they endanger herself and others.,Sydney,19093819.34,1,0
97,FYCGUTDJP,Action,14/05/1995,7.989876817,"In a future where humanity is on the brink of extinction, a group of survivors must fight for their lives against a horde of alien invaders.",Sydney,71106635.57,1,1
37,ILCZXCFTL,Documentary,03/07/1994,9.464428258,"A historical drama depicting a pivotal moment in a nation's history, seen through the eyes of ordinary people caught in the midst of extraordinary events.",Tokyo,71022044.73,1,0
39,PREFSTZQF,Thriller,10/12/1995,9.656057864,A group of college students get more than they bargained for when they participate in a mysterious psychological experiment.,Tokyo,86928654.3,1,1
32,IAUMUUFOH,War,23/03/1988,7.661730563,A group of World War II veterans reunite decades later to share their stories and commemorate their fallen comrades.,Sydney,89786410.02,1,0
33,NXAZDUACF,Science Fiction,01/05/2011,7.398985988,A disgraced former soldier is recruited by a secret organization to stop a terrorist threat that could plunge the world into chaos.,London,45354081.96,1,0
26,XJVWYVVJF,Family,27/01/1998,8.995651278,A single parent struggles to raise their children while balancing work and pursuing their own dreams.,New York,86472619.79,2,1
99,LJDLJRNSP,Horror,31/01/1992,8.230334169,A thought-provoking science fiction film that explores the potential consequences of technological advancements.,Sydney,165307848,1,1
89,OJCAAAMPC,Family,08/07/2004,8.585584885,A suspenseful crime thriller that follows a detective unraveling a complex mystery.,London,68317060.77,2,0
50,BEJLMXPDE,Horror,29/01/1995,7.716054514,A young girl with extraordinary powers must learn to control her abilities before they consume her.,London,,0,0
88,YOCRLQHNK,Fantasy,27/01/1998,3.123773283,A team of explorers ventures into the depths of the ocean to uncover ancient ruins and unlock the secrets of the past.,Tokyo,76684319.79,0,0
82,LGNVUTFPD,Drama,21/10/1993,3.387161625,A high-powered lawyer takes on a seemingly unwinnable case to defend a client accused of a shocking crime.,London,82800891.51,0,0
20,FHAALLZSI,Comedy,28/11/1997,9.981225885,A bumbling office worker accidentally becomes a social media sensation with hilarious consequences.,Paris,66326249.94,2,0
94,AGPPEERHK,Mystery,08/01/1988,6.243674017,"In a future where emotions are outlawed, a rebel group fights to restore freedom and individuality to society.",Tokyo,58537352.9,0,0
28,LRZICQMOK,Drama,25/12/1984,8.700451634,A talented young musician struggles to overcome her stage fright and achieve her dreams.,Sydney,57995546.48,1,0
72,FICTNLQCT,Science Fiction,22/04/1988,9.281921188,A heartwarming romantic comedy about two people who find love in the most unexpected of places.,Tokyo,14855556.11,2,0
18,TNSWRLXKM,Action,29/05/2014,7.277489983,"When a group of astronauts crash-lands on a distant planet, they must fight for survival against the planet's hostile inhabitants.",New York,20572068.41,0,0
25,DONTKHSMQ,Thriller,07/06/1985,6.203742367,"In a world ruled by machines, a lone rebel fights to free humanity from its cybernetic overlords.",London,21375929.49,0,0
24,OMXPPHEEU,Musical,23/06/2015,7.305515808,A group of talented singers compete for a life-changing opportunity in a nationwide singing competition.,Tokyo,15478120.39,1,1
39,DJOLKODMI,Thriller,12/04/1998,7.137490638,A group of college students get more than they bargained for when they participate in a mysterious psychological experiment.,London,43541962.95,0,0
28,NHXRIHGWP,Drama,09/12/2006,8.436244816,A talented young musician struggles to overcome her stage fright and achieve her dreams.,Los Angeles,6955855.216,2,0
24,KXGRWQLXI,Musical,30/01/1981,7.512159757,A group of talented singers compete for a life-changing opportunity in a nationwide singing competition.,New York,26580847.33,1,1
18,MGCMUNFCM,Action,21/03/2013,4.73654855,"When a group of astronauts crash-lands on a distant planet, they must fight for survival against the planet's hostile inhabitants.",Toronto,72861254.99,0,0
67,JSUEQKCAK,Fantasy,14/11/1986,3.486372528,A young inventor builds a time machine and embarks on a journey through history to save the future.,Tokyo,83310936.99,0,0
44,CHAGHMMKN,Horror,06/01/2010,7.383838162,A group of college students get more than they bargained for when they spend a weekend at a haunted house.,Paris,78022185.46,1,0
83,WKNPQSVIC,Western,30/12/1994,8.810642824,This historical drama explores the pivotal events that led to the American Revolution.,New York,29228016.93,1,0
45,GCJFTNKKI,Science Fiction,11/05/2001,8.091256554,"In a dystopian future, a group of rebels fights against a totalitarian regime that controls people's minds.",London,48107983.35,1,1
54,DLNVATALO,Romance,12/12/2011,8.094640528,"A shy bookstore owner finds love with a charming customer, but their happiness is threatened by a mysterious illness.",New York,28505,1,0
0,TIHIPENRR,Science Fiction,26/10/1984,7.687301501,"When a series of unexplained phenomena terrorizes a small town, a skeptical detective must confront the possibility of the supernatural.",Los Angeles,51434477.44,1,0
10,YTVTJMJBH,Fantasy,31/08/2016,3.631074634,"In a world where magic is forbidden, a young sorceress must harness her hidden powers to save her homeland from destruction.",New York,23715419.86,0,0
67,NSRHQJCUA,Fantasy,04/12/1985,8.490336613,A young inventor builds a time machine and embarks on a journey through history to save the future.,Tokyo,61929228.19,2,0
6,ZXRFYKRLV,History,03/03/2008,9.897216225,A group of cowboys band together to protect their land from a ruthless cattle baron who seeks to exploit it for his own gain.,Los Angeles,57341970.84,1,0
91,NPRWDWGDI,Adventure,14/08/1989,9.107841482,A group of explorers ventures deep into the Amazon rainforest in search of a lost civilization.,London,8268917.47,2,0
99,DBZZHGGCS,Horror,20/04/2002,6.408531137,A thought-provoking science fiction film that explores the potential consequences of technological advancements.,Los Angeles,69544663.22,0,0
57,KMFBDLUFB,Crime,11/10/2014,8.690352891,A retired detective investigates a seemingly simple case that leads him down a rabbit hole of conspiracy and betrayal.,Toronto,9026591.88,2,1
70,FGGBOMPBD,Comedy,07/04/1988,8.782382858,"A talented chef travels the world, collecting culinary inspirations and sharing their passion for food with others.",Paris,56941641.85,2,0
19,UORFPWSJM,Drama,25/01/1982,9.357960904,A heartwarming family film that celebrates the importance of family and togetherness.,New York,62455100.44,2,0
34,KAFGZBOUU,Action,11/03/2012,8.216550065,A suspenseful psychological thriller that keeps you guessing until the very end.,London,53795262.58,0,0
50,JFQLOWSMB,Horror,07/06/2007,9.67219262,A young girl with extraordinary powers must learn to control her abilities before they consume her.,Tokyo,34221503.63,1,1
20,YWFVXAYRK,Comedy,22/06/1985,8.794082602,A bumbling office worker accidentally becomes a social media sensation with hilarious consequences.,Paris,54911584.75,1,0
43,NONYSUFIV,Science Fiction,27/08/1984,7.643532492,"A group of scientists develop a revolutionary new technology that could change the world, but face ethical dilemmas in its application.",New York,50180602.03,1,1
0,YJFBPBZGW,Science Fiction,25/01/1982,9.812245632,"When a series of unexplained phenomena terrorizes a small town, a skeptical detective must confront the possibility of the supernatural.",Sydney,30852,2,0
100,GWSYQJVNB,Animation,23/09/2009,8.630037161,A group of animals embark on a daring rescue mission to save their friend from a ruthless animal control officer.,Tokyo,73067818.11,0,0
66,SHZORTZKH,Adventure,22/12/1990,5.174814182,A disgraced lawyer takes on a seemingly unwinnable case and fights for justice against all odds.,Paris,74511421.64,0,0
97,VFPOGCDRV,Action,27/07/2006,7.441256241,"In a future where humanity is on the brink of extinction, a group of survivors must fight for their lives against a horde of alien invaders.",New York,68350287.04,0,0
12,BTWICKSWC,Crime,03/06/2005,5.968949931,A young woman discovers she possesses magical abilities and must learn to control them before they endanger herself and others.,Tokyo,43924394.67,0,0
15,GRLJKJHLA,Romance,20/03/2005,8.484659137,"A talented musician gets a chance to perform on the biggest stage in the world, but must overcome their stage fright to succeed.",London,32603163.96,2,1
33,GPPSQQOJK,Science Fiction,03/01/2008,8.67317748,A disgraced former soldier is recruited by a secret organization to stop a terrorist threat that could plunge the world into chaos.,Sydney,79167103.89,2,0
23,AKEJLNDHB,Romance,19/12/1985,7.786540369,A thought-provoking film that explores the meaning of life and the human condition.,New York,155397804,1,0
12,VSLHQRGFC,Crime,14/12/2005,7.863631789,A young woman discovers she possesses magical abilities and must learn to control them before they endanger herself and others.,Tokyo,73414115.86,0,0
5,QEHNNIJDM,Crime,30/03/1995,4.097667425,A captivating foreign film that showcases the beauty and richness of a different culture.,Paris,79707756.16,0,0
38,ZUTNSLEYV,Musical,30/12/2013,9.925223907,A heartwarming documentary film about a group of individuals who are making a positive impact on the world.,London,36178112.65,2,0
1,ZJJJLMLSE,Thriller,11/09/1995,9.868547488,A thrilling survival story about a group of people stranded in a dangerous situation and their fight for survival.,Paris,48566398.14,1,0
10,DWAQUNPQJ,Fantasy,31/07/1997,8.813838147,"In a world where magic is forbidden, a young sorceress must harness her hidden powers to save her homeland from destruction.",Toronto,51720279.62,1,0
6,FEYGTZBHN,History,20/09/1996,8.845546383,A group of cowboys band together to protect their land from a ruthless cattle baron who seeks to exploit it for his own gain.,London,64895384.85,1,0
6,VTYRNVXWW,History,12/03/2001,9.065489302,A group of cowboys band together to protect their land from a ruthless cattle baron who seeks to exploit it for his own gain.,Sydney,70611792.47,1,0
38,NDAIVEHIR,Musical,19/11/1996,9.736225812,A heartwarming documentary film about a group of individuals who are making a positive impact on the world.,Sydney,51035086.89,1,1
75,BJUVYFHBG,Musical,03/01/2008,8.89213051,A high-stakes heist movie where a team of skilled criminals plan and execute a daring robbery.,Sydney,81343055.27,1,0
85,QPOZSZKZK,Drama,31/05/1989,9.262653256,"When a mysterious artifact is unearthed in the desert, an archaeologist embarks on a perilous journey to unlock its ancient secrets.",Tokyo,20993487.93,2,0
50,FHXRWOXPF,Horror,04/02/1983,9.473958353,A young girl with extraordinary powers must learn to control her abilities before they consume her.,New York,37372363.75,2,0
51,BNQTTYSFQ,Mystery,10/01/2004,4.581003898,A series of seemingly unrelated events leads a group of strangers to discover a hidden conspiracy that threatens their lives.,Tokyo,6098998.027,0,0
2,UHKHXJPHK,Fantasy,15/04/2003,9.801051143,A legendary swordsman embarks on a quest to avenge his fallen master and restore honor to his name.,Paris,88389894.27,2,0
76,BZNYMMZVY,Comedy,28/09/2000,4.637186641,A heartwarming coming-of-age story about a young person navigating the challenges and triumphs of adolescence.,Los Angeles,72317920.59,0,0
29,IACCJJTFG,Adventure,03/01/2008,9.557567228,"In a world where dragons roam the skies, a young dragon rider must unite the kingdoms against a common enemy.",Tokyo,11994147.35,1,0
9,TVXYYLKEH,Comedy,01/01/1992,8.550134568,A heartwarming story about a dog who brings two lonely people together.,London,30720405.99,2,1
72,LTLRKNCWN,Science Fiction,27/07/2006,9.808333074,A heartwarming romantic comedy about two people who find love in the most unexpected of places.,Sydney,48554190.73,1,0
5,FPPYHAZVA,Crime,05/07/2021,8.611195628,A captivating foreign film that showcases the beauty and richness of a different culture.,Toronto,27396917.72,2,0
53,IORHLSUNW,Animation,25/06/1990,9.418881801,A captivating musical film that will transport you with its stunning visuals and powerful music.,Paris,11493338.99,2,1
65,HJSNIZEII,Drama,17/07/2016,4.837120819,A heartwarming animated film that teaches valuable life lessons through humor and adventure.,Tokyo,54286110.2,0,0
43,XTDTZQFYG,Science Fiction,08/06/2015,8.809686079,"A group of scientists develop a revolutionary new technology that could change the world, but face ethical dilemmas in its application.",Sydney,20903595.12,2,1
79,KJAIYFJTV,Crime,14/11/2005,8.140336903,"A cunning art thief plans their most daring heist yet, targeting a priceless artifact from a heavily guarded museum.",Sydney,57329236.81,1,1
62,JAESDTRNV,Family,14/05/2014,9.139258918,A group of archaeologists uncover a hidden tomb filled with ancient treasures and deadly curses.,Sydney,62486927.62,2,0
76,OKAPACVAJ,Comedy,20/07/2010,7.376941566,A heartwarming coming-of-age story about a young person navigating the challenges and triumphs of adolescence.,Paris,73455873.3,1,0
47,OKICPNJGC,Documentary,02/09/1983,7.893500194,A documentary that sheds light on the devastating effects of climate change on our planet.,London,22369,0,0
76,QVUHDPBRD,Comedy,12/08/1984,8.947487966,A heartwarming coming-of-age story about a young person navigating the challenges and triumphs of adolescence.,Sydney,63149222.52,2,0
21,CIYAVXCTV,Adventure,01/03/1992,9.533456332,"In a post-apocalyptic world overrun by zombies, a group of survivors must band together to find sanctuary and rebuild civilization.",Sydney,4128533.9,2,0
18,EKUAFYGES,Action,09/05/1993,9.844480327,"When a group of astronauts crash-lands on a distant planet, they must fight for survival against the planet's hostile inhabitants.",London,57154266.31,2,0
89,TZRUSIAAG,Family,20/09/1996,9.879589483,A suspenseful crime thriller that follows a detective unraveling a complex mystery.,London,39675133.22,2,0
13,BEAESXIIL,Foreign,27/12/1989,8.069542211,A heartwarming story about a dog who brings joy and companionship to a lonely widower.,Toronto,73007342.95,0,0
94,CJGMCXNGH,Mystery,10/10/1987,8.759441008,"In a future where emotions are outlawed, a rebel group fights to restore freedom and individuality to society.",New York,88922172.58,2,0
92,QQHYEBAHE,Mystery,24/10/1998,9.185925866,A captivating foreign film that explores the complexities of family relationships and cultural traditions.,Sydney,27026343.75,2,0
85,MUTLHFKPR,Drama,29/09/1997,9.072067223,"When a mysterious artifact is unearthed in the desert, an archaeologist embarks on a perilous journey to unlock its ancient secrets.",Tokyo,80605490.74,1,1
6,LGTCGLGKL,History,29/09/2019,6.159930685,A group of cowboys band together to protect their land from a ruthless cattle baron who seeks to exploit it for his own gain.,New York,10433146.11,0,0
100,HNIYRMNUX,Animation,16/05/1989,9.2423391,A group of animals embark on a daring rescue mission to save their friend from a ruthless animal control officer.,London,41262115.12,2,1
48,ANBYJPRNN,Thriller,01/03/1981,9.638500814,A group of teenagers form a secret society dedicated to solving mysteries and uncovering hidden truths in their town.,Sydney,62880132.65,2,1
40,JJNMKDOMK,Fantasy,13/11/2019,8.95802735,A coming-of-age story about a young woman who discovers her family's magical heritage.,Los Angeles,77817013.16,0,0
26,TBOSWPMUA,Family,22/02/1988,9.570538737,A single parent struggles to raise their children while balancing work and pursuing their own dreams.,Sydney,20687943.38,2,0
30,TSEGENWOU,Science Fiction,23/08/1982,5.147837482,A group of astronauts on a mission to Mars encounter a strange alien life form that threatens their survival.,Toronto,44844376.16,0,0
5,CLJHIWBGH,Crime,07/05/2018,9.956385284,A captivating foreign film that showcases the beauty and richness of a different culture.,Tokyo,,1,0
15,ZLCCUTOVB,Romance,22/11/1990,5.01698561,"A talented musician gets a chance to perform on the biggest stage in the world, but must overcome their stage fright to succeed.",Tokyo,66617438.06,0,0
63,GWARLHVRP,Documentary,04/03/1997,6.452839219,A historical drama that sheds light on a significant historical figure or event.,Paris,36066619.17,0,0
37,VMJNMYLOW,Documentary,13/11/1997,9.754219582,"A historical drama depicting a pivotal moment in a nation's history, seen through the eyes of ordinary people caught in the midst of extraordinary events.",Toronto,45281765.31,2,1
59,EHMPWOUMT,Animation,16/09/1994,3.536875987,A group of animals embark on a daring rescue mission to save one of their own from a dangerous situation.,New York,82848977.56,0,0
95,IBETAZRJN,Science Fiction,15/09/2016,9.398368683,A time-traveling detective must solve a series of murders spanning decades to prevent a catastrophic event that threatens the fabric of reality.,Los Angeles,44324212.3,1,0
96,BNAPMJJHK,Fantasy,18/04/1997,3.989863264,"When a global conspiracy threatens to unravel society, a lone hacker must expose the truth before it's too late.",New York,6169679.836,0,0
80,XPPDLVVEF,Fantasy,06/03/2002,9.967626511,A group of social media influencers trapped on a deserted island must learn to survive and work together without their usual luxuries.,Toronto,19218056.31,1,0
32,AHVKKPRCR,War,18/10/2010,9.236259852,A group of World War II veterans reunite decades later to share their stories and commemorate their fallen comrades.,Sydney,1333945.016,2,0
62,GCNRUEYCJ,Family,15/02/1992,8.892429255,A group of archaeologists uncover a hidden tomb filled with ancient treasures and deadly curses.,Sydney,43740091.62,1,1
10,EAGIYYXOP,Fantasy,11/03/1982,3.286011307,"In a world where magic is forbidden, a young sorceress must harness her hidden powers to save her homeland from destruction.",Toronto,87633084.08,0,0
12,RSDWELHWR,Crime,22/12/2020,6.187054149,A young woman discovers she possesses magical abilities and must learn to control them before they endanger herself and others.,Toronto,72419984.5,0,0
93,NWXNNJQZT,Thriller,24/12/1987,7.323454501,"A group of astronauts embarks on a mission to explore a distant planet, but they soon discover they are not alone.",New York,4674734.695,1,1
64,AEQZHLKOM,Adventure,17/04/2008,9.063037774,"A lost civilization is rediscovered deep within the Amazon rainforest, revealing secrets of the past.",London,83847022.8,1,0
29,QCNDRTCYE,Adventure,01/05/1989,7.830176229,"In a world where dragons roam the skies, a young dragon rider must unite the kingdoms against a common enemy.",Tokyo,10907157.24,0,0
90,EJVFLNVWW,Fantasy,29/08/2000,6.613274866,A visually stunning animated film that will captivate audiences of all ages.,Sydney,3046756.043,0,0
22,VRDGPQWWM,Western,27/12/1989,4.493386505,A group of unlikely heroes band together to protect their community from a band of ruthless outlaws.,New York,36224,0,0
19,EFVVDGTVQ,Drama,01/12/2002,4.775298681,A heartwarming family film that celebrates the importance of family and togetherness.,Los Angeles,45514349.85,0,0
5,UZAMDFZJC,Crime,07/07/1985,9.8078809,A captivating foreign film that showcases the beauty and richness of a different culture.,Tokyo,7920658.393,1,1
36,AWXZKJRYP,Mystery,14/04/2014,8.422526046,"When a series of strange events plague a small town, a group of teenagers must uncover the truth behind the mystery before it's too late.",Tokyo,70540643.61,0,0
83,VUNFNUUDB,Western,17/03/2000,9.071220889,This historical drama explores the pivotal events that led to the American Revolution.,New York,2555851.812,1,0
100,XFXEXRAWW,Animation,11/07/2009,9.493385128,A group of animals embark on a daring rescue mission to save their friend from a ruthless animal control officer.,New York,20415633.46,2,1
5,KSPGVTXVC,Crime,25/05/2012,6.397083264,A captivating foreign film that showcases the beauty and richness of a different culture.,Toronto,54257734.68,0,0
92,LFDGWTEGV,Mystery,03/05/1986,7.763595082,A captivating foreign film that explores the complexities of family relationships and cultural traditions.,Los Angeles,37541138.21,1,1
76,RAILIXIKX,Comedy,17/04/2008,6.394805129,A heartwarming coming-of-age story about a young person navigating the challenges and triumphs of adolescence.,Los Angeles,41976981.76,0,0
26,EFUJQFSXL,Family,22/02/2007,3.852141885,A single parent struggles to raise their children while balancing work and pursuing their own dreams.,Tokyo,60628814.88,0,0
83,TNRWIFWID,Western,04/12/1985,6.690972269,This historical drama explores the pivotal events that led to the American Revolution.,Paris,33007444.18,0,0
12,NIERJUFVA,Crime,08/04/2007,4.125150168,A young woman discovers she possesses magical abilities and must learn to control them before they endanger herself and others.,Tokyo,22418367.7,0,0
7,IQBCNXIAM,Comedy,29/05/1995,9.934291444,"A high school robotics team builds a robot that becomes a national sensation, teaching them valuable lessons about friendship and teamwork.",Sydney,31795,1,0
52,EEJDJNWEP,Thriller,21/07/1988,8.820166776,"In a kingdom plagued by darkness, a young prince must wield the legendary sword of light to restore peace and harmony.",Paris,31721740.11,2,0
80,XRNGQTPJV,Fantasy,07/07/1985,8.333996974,A group of social media influencers trapped on a deserted island must learn to survive and work together without their usual luxuries.,Los Angeles,43543863.51,1,0
29,SGJTGYQPZ,Adventure,20/02/2010,9.383513084,"In a world where dragons roam the skies, a young dragon rider must unite the kingdoms against a common enemy.",Toronto,73976340.83,1,0
0,SDUCRSUQK,Science Fiction,20/02/2021,3.686543167,"When a series of unexplained phenomena terrorizes a small town, a skeptical detective must confront the possibility of the supernatural.",London,57319347.67,0,0
87,JBZDUZKDL,History,18/07/2005,6.558092739,A group of musicians from different backgrounds form a band and find success through their unique blend of musical styles.,New York,56217865.05,0,0
79,UJSDJIOJR,Crime,19/10/1988,9.586820834,"A cunning art thief plans their most daring heist yet, targeting a priceless artifact from a heavily guarded museum.",New York,57854775.41,2,0
74,ZXTXEXJJI,Action,24/06/2012,9.91911047,"A reclusive writer discovers a portal to another dimension in his attic, leading him on a journey of self-discovery and adventure.",New York,73123133.13,2,1
3,EWBYEKAKY,Science Fiction,26/11/2003,8.47761059,A group of misfit heroes must band together to stop a villainous plot that threatens to unleash chaos upon the world.,Toronto,47801497.24,1,0
61,DJGKEIFYY,Fantasy,25/04/2012,9.920501221,"When a priceless artifact is stolen from a museum, a master thief is hired to retrieve it at any cost.",Paris,7751046.255,2,1
67,YEAJRGXYK,Fantasy,27/08/1984,8.950528789,A young inventor builds a time machine and embarks on a journey through history to save the future.,Paris,60230660.41,2,0
16,AYJCPBGNF,Sports,05/06/2010,7.486345925,A down-on-their-luck athlete gets a second chance at glory when they're recruited for a ragtag team with championship aspirations.,Tokyo,15684587.16,1,0
73,CTBOUWKDN,Science Fiction,05/10/2007,9.489488113,"When a deadly virus spreads through a crowded city, a team of first responders must race against time to contain the outbreak.",Los Angeles,74754908.42,1,1
84,OCMVCBHJP,Mystery,19/01/1994,9.119449761,"A young orphan discovers a magical world hidden within her own imagination, where she must confront her deepest fears to save the kingdom from darkness.",London,14932293.84,1,1
56,PRBFFSYSH,Mystery,10/01/1993,9.071580534,"In a world where dreams are harvested for profit, a young dreamweaver rebels against the system to reclaim her freedom.",Toronto,86123897.63,2,0
62,CNSTWSJLE,Family,07/03/2021,5.973971842,A group of archaeologists uncover a hidden tomb filled with ancient treasures and deadly curses.,Toronto,64221305.76,0,0
56,UAFYPXYDW,Mystery,12/07/1987,8.49146324,"In a world where dreams are harvested for profit, a young dreamweaver rebels against the system to reclaim her freedom.",Toronto,24441361.61,0,0
48,XIVXHGIUJ,Thriller,28/05/2017,9.110668338,A group of teenagers form a secret society dedicated to solving mysteries and uncovering hidden truths in their town.,Paris,19463879.67,2,0
17,SPKJPIUWQ,Drama,03/12/2018,7.320030039,"A brilliant scientist invents a revolutionary new technology that could change the world, but faces ethical dilemmas about its potential consequences.",Tokyo,79164849.59,1,0
57,PAFFEWPKL,Crime,05/12/1993,3.517211889,A retired detective investigates a seemingly simple case that leads him down a rabbit hole of conspiracy and betrayal.,Tokyo,21523233.06,0,0
9,OKOYZEOQW,Comedy,07/09/2001,8.672866496,A heartwarming story about a dog who brings two lonely people together.,Los Angeles,37655651.66,2,0
62,ZGWMRIZWS,Family,30/11/1994,8.657242707,A group of archaeologists uncover a hidden tomb filled with ancient treasures and deadly curses.,Toronto,41968329.7,2,0
79,SYKDKEOET,Crime,28/02/2014,9.524888464,"A cunning art thief plans their most daring heist yet, targeting a priceless artifact from a heavily guarded museum.",Tokyo,12068742.63,1,0
78,MBADOIKGO,History,11/10/1995,5.970981665,A heartwarming sports film about a team that overcomes adversity and achieves greatness.,London,66456110.37,0,0
33,ETOKRDDBM,Science Fiction,22/06/1996,8.578188671,A disgraced former soldier is recruited by a secret organization to stop a terrorist threat that could plunge the world into chaos.,Los Angeles,10582757.97,0,0
4,SHSCBSFXA,Horror,31/08/2005,9.779146166,A forbidden love blossoms between a vampire and a mortal in a world where supernatural beings are shunned by society.,Sydney,77037045.01,2,0
16,DIMNTXIVM,Sports,17/09/2013,7.535006729,A down-on-their-luck athlete gets a second chance at glory when they're recruited for a ragtag team with championship aspirations.,New York,48326942.42,1,0
100,GRQRJVPMT,Animation,02/09/2013,8.63286122,A group of animals embark on a daring rescue mission to save their friend from a ruthless animal control officer.,London,55884969.51,2,1
71,RDVDQMVWL,Foreign,19/02/1983,8.680784226,A captivating story of forbidden love between a young woman and a member of the royal family.,Toronto,74768335.96,2,1
62,FWRLATYPC,Family,26/03/1993,9.521794926,A group of archaeologists uncover a hidden tomb filled with ancient treasures and deadly curses.,New York,30926694.03,2,0
23,EHIIOGOTF,Romance,05/09/2007,8.307926486,A thought-provoking film that explores the meaning of life and the human condition.,London,86897842.89,1,1
91,PODVAPPAJ,Adventure,18/09/2010,8.753690457,A group of explorers ventures deep into the Amazon rainforest in search of a lost civilization.,New York,,2,0
7,QJLQQPMGM,Comedy,16/03/1992,9.780597616,"A high school robotics team builds a robot that becomes a national sensation, teaching them valuable lessons about friendship and teamwork.",Tokyo,168522928,1,1
22,QRRLCJQAS,Western,08/04/2007,9.578681979,A group of unlikely heroes band together to protect their community from a band of ruthless outlaws.,Paris,26611618.27,2,0
98,LZJRANFWY,Action,13/11/2008,7.796937747,A small-town sheriff must confront his own demons when a series of murders plunges the community into chaos.,Paris,45167224.82,1,0
30,IOITHZSXV,Science Fiction,24/07/1982,6.412562713,A group of astronauts on a mission to Mars encounter a strange alien life form that threatens their survival.,London,61942346.61,0,0
80,JZIHYSDFB,Fantasy,13/10/2000,9.976429865,A group of social media influencers trapped on a deserted island must learn to survive and work together without their usual luxuries.,New York,18992347.66,2,0
